emotion;path;in_set;fold
1;22347.png;Training;1
2;22348.png;Training;1
2;22349.png;Training;4
2;22350.png;Training;3
1;22351.png;Training;4
0;22352.png;Training;2
2;22353.png;Training;1
0;22354.png;Training;1
1;22355.png;Training;4
2;22356.png;Training;3
0;22357.png;Training;4
0;22358.png;Training;3
2;22359.png;Training;2
2;22361.png;Training;2
2;22362.png;Training;1
1;22363.png;Training;3
1;22364.png;Training;0
1;22365.png;Training;3
2;22366.png;Training;2
1;22367.png;Training;2
2;22368.png;Training;2
2;22370.png;Training;4
2;22371.png;Training;4
1;22373.png;Training;1
2;22374.png;Training;3
2;22375.png;Training;3
0;22376.png;Training;2
2;22377.png;Training;0
0;22379.png;Training;4
1;22380.png;Training;2
0;22381.png;Training;1
0;22382.png;Training;4
2;22383.png;Training;3
1;22384.png;Training;2
2;22385.png;Training;4
0;22386.png;Training;4
0;22387.png;Training;3
1;22388.png;Training;1
1;22389.png;Training;4
2;22390.png;Training;4
0;22391.png;Training;0
2;22392.png;Training;3
1;22394.png;Training;3
1;22395.png;Training;4
0;22396.png;Training;4
1;22397.png;Training;4
2;22398.png;Training;0
2;22400.png;Training;2
1;22401.png;Training;2
0;22402.png;Training;2
0;22403.png;Training;3
2;22404.png;Training;2
1;22405.png;Training;0
2;22406.png;Training;2
2;22407.png;Training;0
0;22408.png;Training;1
1;22409.png;Training;3
0;22410.png;Training;0
2;22412.png;Training;2
2;22413.png;Training;4
0;22414.png;Training;1
0;22415.png;Training;2
2;22416.png;Training;3
2;22417.png;Training;2
2;22418.png;Training;2
2;22419.png;Training;3
1;22420.png;Training;1
1;22421.png;Training;1
0;22423.png;Training;0
1;22424.png;Training;3
2;22425.png;Training;4
2;22426.png;Training;2
0;22427.png;Training;2
1;22428.png;Training;4
0;22429.png;Training;1
2;22430.png;Training;0
0;22431.png;Training;1
0;22432.png;Training;3
1;22433.png;Training;0
2;22434.png;Training;1
2;22435.png;Training;2
0;22436.png;Training;4
2;22438.png;Training;2
1;22439.png;Training;4
1;22440.png;Training;3
2;22441.png;Training;1
0;22442.png;Training;2
0;22443.png;Training;3
1;22444.png;Training;2
2;22445.png;Training;0
1;22446.png;Training;4
0;22447.png;Training;2
2;22448.png;Training;0
2;22449.png;Training;2
2;22450.png;Training;0
0;22451.png;Training;2
2;22452.png;Training;3
2;22453.png;Training;2
1;22454.png;Training;4
2;22455.png;Training;0
0;22456.png;Training;4
0;22457.png;Training;2
2;22458.png;Training;0
1;22459.png;Training;2
2;22461.png;Training;1
1;22462.png;Training;3
1;22463.png;Training;3
2;22464.png;Training;4
1;22466.png;Training;0
0;22467.png;Training;3
2;22468.png;Training;0
2;22469.png;Training;1
1;22470.png;Training;1
1;22471.png;Training;2
1;22472.png;Training;3
1;22474.png;Training;0
2;22475.png;Training;4
0;22480.png;Training;4
0;22481.png;Training;4
0;22482.png;Training;4
1;22484.png;Training;1
2;22485.png;Training;4
2;22486.png;Training;1
1;22487.png;Training;3
2;22488.png;Training;1
2;22489.png;Training;1
1;22490.png;Training;4
2;22492.png;Training;3
1;22493.png;Training;2
2;22494.png;Training;1
2;22495.png;Training;3
2;22496.png;Training;3
1;22498.png;Training;4
2;22499.png;Training;2
1;22500.png;Training;2
2;22502.png;Training;2
2;22503.png;Training;2
2;22504.png;Training;1
1;22505.png;Training;3
1;22506.png;Training;0
0;22507.png;Training;4
0;22508.png;Training;2
2;22510.png;Training;0
2;22511.png;Training;3
2;22512.png;Training;2
2;22513.png;Training;2
2;22514.png;Training;3
2;22515.png;Training;3
2;22516.png;Training;0
0;22517.png;Training;4
2;22519.png;Training;4
2;22520.png;Training;1
2;22521.png;Training;0
1;22522.png;Training;2
2;22523.png;Training;1
1;22524.png;Training;1
0;22526.png;Training;0
0;22527.png;Training;3
1;22528.png;Training;3
1;22530.png;Training;2
0;22531.png;Training;2
1;22532.png;Training;2
2;22533.png;Training;1
1;22534.png;Training;2
0;22535.png;Training;4
2;22536.png;Training;0
2;22537.png;Training;0
2;22539.png;Training;2
1;22540.png;Training;0
1;22541.png;Training;3
0;22542.png;Training;4
1;22543.png;Training;3
2;22544.png;Training;3
1;22545.png;Training;0
1;22546.png;Training;1
0;22547.png;Training;0
2;22548.png;Training;4
2;22550.png;Training;0
2;22551.png;Training;4
2;22552.png;Training;3
2;22553.png;Training;2
1;22556.png;Training;1
2;22557.png;Training;3
2;22558.png;Training;3
2;22559.png;Training;0
1;22560.png;Training;3
2;22561.png;Training;0
2;22563.png;Training;3
0;22564.png;Training;0
1;22565.png;Training;4
1;22566.png;Training;4
2;22567.png;Training;3
1;22568.png;Training;2
1;22569.png;Training;4
2;22570.png;Training;2
0;22571.png;Training;0
0;22572.png;Training;4
1;22573.png;Training;2
1;22574.png;Training;4
0;22576.png;Training;3
0;22577.png;Training;1
0;22578.png;Training;3
0;22579.png;Training;1
1;22582.png;Training;2
2;22584.png;Training;2
1;22585.png;Training;4
0;22586.png;Training;4
0;22587.png;Training;3
2;22589.png;Training;2
0;22590.png;Training;3
2;22591.png;Training;3
1;22592.png;Training;3
1;22593.png;Training;1
1;22594.png;Training;0
0;22595.png;Training;1
2;22596.png;Training;0
2;22597.png;Training;3
0;22598.png;Training;1
2;22599.png;Training;4
1;22600.png;Training;3
2;22601.png;Training;2
2;22602.png;Training;0
0;22603.png;Training;1
1;22604.png;Training;2
2;22605.png;Training;1
2;22607.png;Training;1
1;22608.png;Training;2
1;22609.png;Training;0
1;22610.png;Training;3
2;22611.png;Training;4
1;22612.png;Training;4
0;22613.png;Training;1
1;22614.png;Training;0
0;22616.png;Training;3
0;22617.png;Training;0
2;22618.png;Training;3
2;22619.png;Training;2
0;22620.png;Training;1
2;22621.png;Training;3
1;22622.png;Training;2
0;22623.png;Training;1
0;22624.png;Training;2
2;22625.png;Training;2
2;22626.png;Training;4
0;22627.png;Training;2
0;22628.png;Training;1
1;22629.png;Training;4
2;22630.png;Training;4
2;22631.png;Training;2
0;22632.png;Training;3
1;22633.png;Training;4
2;22634.png;Training;4
0;22635.png;Training;1
2;22636.png;Training;2
2;22637.png;Training;3
0;22638.png;Training;0
1;22639.png;Training;0
2;22640.png;Training;3
2;22641.png;Training;4
1;22642.png;Training;4
2;22643.png;Training;3
0;22644.png;Training;1
2;22645.png;Training;0
0;22646.png;Training;3
2;22647.png;Training;4
1;22649.png;Training;0
0;22650.png;Training;4
2;22651.png;Training;3
1;22652.png;Training;2
2;22653.png;Training;0
2;22654.png;Training;0
0;22655.png;Training;0
2;22656.png;Training;4
2;22657.png;Training;0
2;22659.png;Training;1
2;22660.png;Training;0
1;22661.png;Training;2
2;22662.png;Training;0
1;22663.png;Training;4
2;22664.png;Training;0
0;22665.png;Training;3
0;22667.png;Training;1
2;22668.png;Training;4
0;22669.png;Training;0
2;22670.png;Training;4
1;22671.png;Training;0
1;22672.png;Training;0
2;22673.png;Training;4
1;22675.png;Training;4
0;22676.png;Training;0
0;22677.png;Training;3
2;22678.png;Training;4
1;22679.png;Training;0
2;22682.png;Training;0
1;22683.png;Training;1
0;22684.png;Training;2
2;22685.png;Training;4
1;22686.png;Training;3
1;22687.png;Training;2
0;22688.png;Training;1
2;22689.png;Training;0
2;22690.png;Training;2
0;22691.png;Training;4
1;22692.png;Training;1
1;22693.png;Training;2
2;22694.png;Training;1
2;22695.png;Training;4
0;22696.png;Training;0
2;22697.png;Training;4
0;22698.png;Training;3
2;22699.png;Training;3
1;22700.png;Training;0
1;22701.png;Training;4
0;22702.png;Training;2
2;22704.png;Training;1
0;22707.png;Training;0
2;22708.png;Training;0
2;22709.png;Training;2
1;22710.png;Training;3
1;22711.png;Training;2
2;22712.png;Training;1
2;22713.png;Training;4
1;22714.png;Training;0
2;22715.png;Training;0
2;22716.png;Training;3
2;22717.png;Training;1
0;22718.png;Training;4
0;22719.png;Training;2
0;22720.png;Training;3
1;22722.png;Training;1
1;22723.png;Training;0
2;22724.png;Training;1
2;22725.png;Training;3
1;22726.png;Training;2
2;22728.png;Training;0
2;22729.png;Training;0
2;22730.png;Training;0
2;22731.png;Training;0
2;22732.png;Training;1
2;22733.png;Training;2
0;22734.png;Training;4
0;22735.png;Training;3
1;22736.png;Training;1
1;22737.png;Training;0
1;22738.png;Training;1
2;22739.png;Training;4
2;22740.png;Training;1
0;22742.png;Training;4
2;22743.png;Training;2
2;22744.png;Training;2
0;22745.png;Training;2
2;22746.png;Training;0
1;22747.png;Training;4
2;22748.png;Training;2
2;22749.png;Training;4
1;22750.png;Training;3
2;22751.png;Training;4
2;22752.png;Training;1
1;22753.png;Training;1
1;22754.png;Training;1
2;22755.png;Training;3
2;22756.png;Training;2
1;22757.png;Training;1
1;22758.png;Training;4
2;22760.png;Training;1
2;22761.png;Training;1
1;22763.png;Training;1
2;22764.png;Training;4
2;22765.png;Training;0
2;22766.png;Training;0
0;22767.png;Training;2
1;22768.png;Training;0
2;22769.png;Training;2
2;22770.png;Training;4
2;22772.png;Training;0
2;22773.png;Training;0
0;22774.png;Training;4
2;22775.png;Training;4
0;22776.png;Training;4
1;22777.png;Training;1
1;22778.png;Training;3
2;22779.png;Training;3
2;22780.png;Training;3
2;22781.png;Training;4
2;22782.png;Training;4
0;22783.png;Training;2
1;22784.png;Training;1
2;22785.png;Training;1
1;22786.png;Training;3
0;22787.png;Training;1
2;22788.png;Training;2
2;22789.png;Training;2
1;22790.png;Training;2
2;22791.png;Training;1
2;22792.png;Training;0
0;22793.png;Training;1
2;22794.png;Training;3
2;22795.png;Training;0
2;22796.png;Training;3
2;22797.png;Training;1
0;22799.png;Training;0
0;22801.png;Training;4
2;22802.png;Training;2
2;22803.png;Training;1
1;22804.png;Training;1
1;22805.png;Training;3
2;22807.png;Training;0
2;22808.png;Training;3
2;22809.png;Training;1
2;22810.png;Training;4
1;22811.png;Training;2
0;22813.png;Training;3
1;22814.png;Training;3
0;22815.png;Training;2
2;22816.png;Training;3
2;22817.png;Training;1
2;22818.png;Training;3
1;22819.png;Training;2
0;22820.png;Training;1
2;22821.png;Training;4
1;22822.png;Training;2
1;22823.png;Training;3
1;22824.png;Training;0
0;22826.png;Training;4
2;22827.png;Training;4
1;22828.png;Training;3
1;22829.png;Training;1
2;22830.png;Training;1
1;22831.png;Training;3
2;22832.png;Training;0
1;22834.png;Training;1
2;22835.png;Training;3
2;22836.png;Training;4
2;22837.png;Training;3
1;22838.png;Training;2
2;22839.png;Training;1
2;22840.png;Training;3
1;22841.png;Training;3
2;22842.png;Training;1
0;22843.png;Training;2
1;22844.png;Training;3
0;22845.png;Training;2
0;22846.png;Training;4
2;22847.png;Training;3
2;22849.png;Training;2
2;22850.png;Training;3
2;22852.png;Training;1
0;22853.png;Training;0
2;22854.png;Training;1
2;22855.png;Training;2
1;22856.png;Training;2
2;22857.png;Training;0
2;22858.png;Training;2
0;22859.png;Training;2
0;22860.png;Training;0
2;22861.png;Training;2
1;22862.png;Training;1
1;22863.png;Training;4
2;22865.png;Training;2
1;22866.png;Training;4
0;22867.png;Training;1
1;22868.png;Training;3
1;22870.png;Training;2
0;22871.png;Training;4
0;22873.png;Training;0
0;22874.png;Training;2
2;22875.png;Training;3
0;22876.png;Training;4
2;22877.png;Training;0
2;22878.png;Training;3
2;22879.png;Training;2
2;22880.png;Training;1
0;22882.png;Training;3
0;22883.png;Training;0
2;22884.png;Training;1
0;22885.png;Training;2
0;22886.png;Training;3
2;22887.png;Training;1
1;22888.png;Training;3
1;22889.png;Training;4
1;22890.png;Training;3
2;22892.png;Training;2
1;22893.png;Training;2
1;22894.png;Training;1
1;22895.png;Training;3
1;22896.png;Training;2
1;22897.png;Training;1
1;22898.png;Training;1
2;22899.png;Training;0
1;22900.png;Training;0
2;22902.png;Training;2
1;22903.png;Training;2
2;22904.png;Training;0
0;22905.png;Training;1
1;22906.png;Training;1
0;22907.png;Training;3
2;22908.png;Training;4
0;22909.png;Training;4
1;22910.png;Training;3
1;22911.png;Training;1
0;22912.png;Training;2
1;22913.png;Training;0
0;22915.png;Training;0
0;22916.png;Training;2
2;22917.png;Training;0
2;22918.png;Training;4
0;22919.png;Training;1
2;22920.png;Training;3
1;22922.png;Training;0
2;22923.png;Training;2
0;22924.png;Training;0
2;22925.png;Training;0
2;22926.png;Training;3
0;22927.png;Training;4
1;22928.png;Training;2
2;22929.png;Training;3
2;22930.png;Training;1
2;22931.png;Training;2
2;22932.png;Training;3
2;22933.png;Training;1
2;22934.png;Training;3
1;22935.png;Training;1
1;22936.png;Training;1
2;22937.png;Training;2
0;22938.png;Training;1
2;22939.png;Training;3
2;22940.png;Training;0
1;22941.png;Training;4
1;22942.png;Training;2
2;22943.png;Training;2
2;22944.png;Training;2
2;22945.png;Training;0
2;22946.png;Training;1
2;22948.png;Training;0
2;22949.png;Training;4
1;22950.png;Training;3
1;22951.png;Training;1
2;22952.png;Training;2
2;22953.png;Training;3
2;22954.png;Training;0
2;22955.png;Training;3
0;22956.png;Training;1
2;22958.png;Training;1
2;22959.png;Training;4
2;22961.png;Training;3
0;22962.png;Training;0
2;22963.png;Training;2
1;22964.png;Training;0
2;22965.png;Training;1
1;22966.png;Training;0
1;22967.png;Training;4
1;22969.png;Training;2
2;22970.png;Training;3
0;22971.png;Training;0
2;22973.png;Training;2
0;22974.png;Training;2
2;22976.png;Training;0
2;22977.png;Training;3
1;22978.png;Training;2
1;22980.png;Training;0
1;22981.png;Training;3
1;22983.png;Training;0
1;22984.png;Training;1
2;22986.png;Training;1
0;22987.png;Training;2
2;22988.png;Training;1
2;22989.png;Training;0
2;22990.png;Training;1
1;22991.png;Training;2
0;22992.png;Training;1
2;22993.png;Training;1
0;22994.png;Training;3
0;22995.png;Training;1
1;22996.png;Training;3
2;22997.png;Training;3
1;22998.png;Training;0
1;22999.png;Training;4
0;23000.png;Training;4
1;23001.png;Training;0
1;23002.png;Training;3
2;23004.png;Training;2
2;23005.png;Training;4
2;23006.png;Training;1
1;23007.png;Training;4
2;23008.png;Training;3
0;23009.png;Training;2
1;23010.png;Training;2
0;23012.png;Training;3
1;23013.png;Training;1
2;23014.png;Training;2
1;23015.png;Training;3
2;23016.png;Training;0
2;23017.png;Training;4
1;23018.png;Training;0
2;23019.png;Training;4
1;23020.png;Training;2
2;23021.png;Training;0
1;23022.png;Training;2
1;23023.png;Training;1
1;23024.png;Training;3
2;23025.png;Training;4
2;23026.png;Training;0
2;23027.png;Training;0
1;23028.png;Training;2
1;23029.png;Training;2
0;23030.png;Training;4
2;23032.png;Training;3
2;23033.png;Training;1
2;23034.png;Training;3
2;23035.png;Training;1
0;23036.png;Training;1
0;23037.png;Training;0
2;23038.png;Training;4
0;23039.png;Training;2
2;23040.png;Training;2
2;23041.png;Training;1
1;23042.png;Training;0
1;23043.png;Training;0
2;23044.png;Training;2
0;23045.png;Training;4
0;23047.png;Training;1
2;23048.png;Training;1
2;23050.png;Training;4
0;23051.png;Training;2
1;23052.png;Training;3
2;23054.png;Training;2
1;23055.png;Training;3
0;23056.png;Training;3
0;23057.png;Training;3
0;23058.png;Training;0
2;23059.png;Training;0
2;23060.png;Training;4
0;23061.png;Training;4
0;23062.png;Training;2
1;23063.png;Training;4
1;23064.png;Training;0
2;23066.png;Training;0
0;23067.png;Training;4
1;23068.png;Training;1
0;23069.png;Training;1
1;23070.png;Training;2
2;23073.png;Training;2
0;23074.png;Training;0
1;23075.png;Training;1
2;23076.png;Training;4
2;23077.png;Training;3
1;23078.png;Training;4
0;23079.png;Training;2
1;23080.png;Training;4
0;23081.png;Training;4
0;23082.png;Training;3
2;23083.png;Training;1
2;23084.png;Training;1
2;23085.png;Training;1
0;23086.png;Training;4
1;23087.png;Training;1
1;23088.png;Training;4
1;23089.png;Training;1
0;23090.png;Training;4
1;23092.png;Training;4
2;23093.png;Training;4
2;23094.png;Training;2
2;23095.png;Training;0
1;23096.png;Training;4
2;23097.png;Training;4
0;23099.png;Training;2
2;23100.png;Training;4
1;23101.png;Training;2
0;23103.png;Training;0
2;23104.png;Training;2
2;23105.png;Training;2
2;23106.png;Training;3
0;23108.png;Training;0
2;23109.png;Training;4
2;23110.png;Training;3
0;23111.png;Training;1
1;23112.png;Training;2
1;23113.png;Training;4
1;23114.png;Training;0
1;23115.png;Training;0
2;23117.png;Training;0
2;23118.png;Training;2
0;23119.png;Training;3
1;23120.png;Training;2
2;23121.png;Training;2
1;23122.png;Training;4
2;23123.png;Training;2
0;23124.png;Training;4
2;23125.png;Training;0
2;23126.png;Training;1
2;23127.png;Training;3
2;23129.png;Training;3
2;23130.png;Training;3
1;23132.png;Training;0
1;23133.png;Training;2
1;23134.png;Training;2
1;23135.png;Training;0
1;23136.png;Training;3
2;23137.png;Training;3
2;23139.png;Training;3
2;23140.png;Training;1
2;23141.png;Training;4
2;23142.png;Training;1
0;23143.png;Training;2
0;23144.png;Training;2
2;23145.png;Training;2
2;23146.png;Training;3
1;23147.png;Training;1
2;23148.png;Training;0
2;23149.png;Training;2
2;23150.png;Training;4
1;23152.png;Training;2
2;23153.png;Training;3
2;23154.png;Training;4
0;23156.png;Training;2
2;23157.png;Training;3
0;23158.png;Training;4
2;23159.png;Training;3
2;23161.png;Training;4
1;23163.png;Training;0
2;23164.png;Training;0
2;23165.png;Training;4
1;23166.png;Training;1
0;23167.png;Training;0
1;23168.png;Training;2
2;23169.png;Training;3
1;23170.png;Training;4
1;23171.png;Training;4
0;23172.png;Training;1
0;23173.png;Training;4
1;23174.png;Training;2
1;23175.png;Training;0
2;23176.png;Training;0
2;23177.png;Training;4
2;23178.png;Training;4
2;23179.png;Training;1
2;23180.png;Training;3
1;23182.png;Training;1
2;23183.png;Training;1
2;23184.png;Training;0
2;23185.png;Training;1
0;23186.png;Training;2
0;23187.png;Training;1
2;23188.png;Training;0
2;23189.png;Training;3
0;23191.png;Training;1
2;23192.png;Training;3
0;23193.png;Training;2
2;23194.png;Training;0
2;23195.png;Training;2
2;23196.png;Training;1
2;23197.png;Training;2
0;23198.png;Training;4
0;23199.png;Training;2
0;23200.png;Training;2
1;23201.png;Training;0
2;23203.png;Training;2
0;23204.png;Training;2
2;23205.png;Training;3
0;23206.png;Training;4
2;23207.png;Training;1
2;23208.png;Training;4
2;23209.png;Training;0
1;23210.png;Training;4
2;23211.png;Training;1
0;23212.png;Training;0
2;23213.png;Training;0
2;23214.png;Training;4
2;23215.png;Training;4
0;23216.png;Training;1
2;23217.png;Training;1
0;23218.png;Training;2
0;23219.png;Training;0
2;23220.png;Training;4
0;23221.png;Training;2
2;23222.png;Training;2
2;23223.png;Training;1
0;23224.png;Training;2
2;23225.png;Training;3
2;23226.png;Training;0
2;23227.png;Training;3
1;23229.png;Training;3
2;23230.png;Training;1
1;23231.png;Training;4
2;23232.png;Training;0
0;23233.png;Training;3
1;23234.png;Training;2
2;23235.png;Training;2
2;23236.png;Training;4
2;23237.png;Training;2
1;23238.png;Training;0
2;23239.png;Training;2
