emotion;path;in_set
3;21460.png;Training
5;21461.png;Training
2;21462.png;Training
0;21463.png;Training
2;21464.png;Training
6;21465.png;Training
0;21466.png;Training
4;21467.png;Training
5;21468.png;Training
3;21469.png;Training
6;21470.png;Training
5;21471.png;Training
0;21472.png;Training
3;21473.png;Training
3;21474.png;Training
6;21475.png;Training
6;21476.png;Training
4;21477.png;Training
0;21478.png;Training
6;21479.png;Training
4;21480.png;Training
3;21481.png;Training
4;21482.png;Training
3;21483.png;Training
6;21484.png;Training
2;21485.png;Training
4;21486.png;Training
3;21487.png;Training
3;21488.png;Training
4;21489.png;Training
4;21490.png;Training
2;21491.png;Training
4;21492.png;Training
6;21493.png;Training
3;21494.png;Training
4;21495.png;Training
6;21496.png;Training
0;21497.png;Training
6;21498.png;Training
2;21499.png;Training
2;21500.png;Training
3;21501.png;Training
6;21502.png;Training
0;21503.png;Training
4;21504.png;Training
0;21505.png;Training
6;21506.png;Training
5;21507.png;Training
0;21508.png;Training
0;21509.png;Training
6;21510.png;Training
0;21511.png;Training
0;21512.png;Training
3;21513.png;Training
3;21514.png;Training
4;21515.png;Training
5;21516.png;Training
5;21517.png;Training
3;21518.png;Training
4;21519.png;Training
0;21520.png;Training
3;21521.png;Training
5;21522.png;Training
2;21523.png;Training
3;21524.png;Training
0;21525.png;Training
2;21526.png;Training
3;21527.png;Training
6;21528.png;Training
3;21529.png;Training
0;21530.png;Training
4;21531.png;Training
2;21532.png;Training
6;21533.png;Training
3;21534.png;Training
4;21535.png;Training
2;21536.png;Training
5;21537.png;Training
3;21538.png;Training
4;21539.png;Training
4;21540.png;Training
0;21541.png;Training
3;21542.png;Training
3;21543.png;Training
4;21544.png;Training
5;21545.png;Training
4;21546.png;Training
0;21547.png;Training
3;21548.png;Training
4;21549.png;Training
5;21550.png;Training
6;21551.png;Training
4;21552.png;Training
5;21553.png;Training
6;21554.png;Training
2;21555.png;Training
2;21556.png;Training
6;21557.png;Training
5;21558.png;Training
2;21559.png;Training
3;21560.png;Training
3;21561.png;Training
3;21562.png;Training
3;21563.png;Training
2;21564.png;Training
2;21565.png;Training
4;21566.png;Training
0;21567.png;Training
6;21568.png;Training
2;21569.png;Training
5;21570.png;Training
0;21571.png;Training
2;21572.png;Training
0;21573.png;Training
3;21574.png;Training
5;21575.png;Training
0;21576.png;Training
6;21577.png;Training
5;21578.png;Training
3;21579.png;Training
1;21580.png;Training
2;21581.png;Training
3;21582.png;Training
4;21583.png;Training
0;21584.png;Training
6;21585.png;Training
4;21586.png;Training
5;21587.png;Training
3;21588.png;Training
6;21589.png;Training
3;21590.png;Training
0;21591.png;Training
3;21592.png;Training
3;21593.png;Training
4;21594.png;Training
3;21595.png;Training
0;21596.png;Training
5;21597.png;Training
2;21598.png;Training
2;21599.png;Training
5;21600.png;Training
0;21601.png;Training
3;21602.png;Training
5;21603.png;Training
1;21604.png;Training
3;21605.png;Training
2;21606.png;Training
3;21607.png;Training
2;21608.png;Training
0;21609.png;Training
4;21610.png;Training
6;21611.png;Training
3;21612.png;Training
0;21613.png;Training
3;21614.png;Training
2;21615.png;Training
1;21616.png;Training
3;21617.png;Training
3;21618.png;Training
3;21619.png;Training
2;21620.png;Training
4;21621.png;Training
0;21622.png;Training
3;21623.png;Training
6;21624.png;Training
3;21625.png;Training
0;21626.png;Training
4;21627.png;Training
3;21628.png;Training
5;21629.png;Training
2;21630.png;Training
5;21631.png;Training
4;21632.png;Training
5;21633.png;Training
6;21634.png;Training
4;21635.png;Training
0;21636.png;Training
6;21637.png;Training
6;21638.png;Training
0;21639.png;Training
3;21640.png;Training
2;21641.png;Training
5;21642.png;Training
5;21643.png;Training
3;21644.png;Training
6;21645.png;Training
0;21646.png;Training
4;21647.png;Training
3;21648.png;Training
3;21649.png;Training
5;21650.png;Training
6;21651.png;Training
5;21652.png;Training
2;21653.png;Training
2;21654.png;Training
2;21655.png;Training
3;21656.png;Training
4;21657.png;Training
6;21658.png;Training
3;21659.png;Training
5;21660.png;Training
5;21661.png;Training
5;21662.png;Training
6;21663.png;Training
3;21664.png;Training
6;21665.png;Training
4;21666.png;Training
4;21667.png;Training
1;21668.png;Training
3;21669.png;Training
0;21670.png;Training
3;21671.png;Training
0;21672.png;Training
0;21673.png;Training
0;21674.png;Training
6;21675.png;Training
3;21676.png;Training
3;21677.png;Training
4;21678.png;Training
1;21679.png;Training
4;21680.png;Training
4;21681.png;Training
5;21682.png;Training
2;21683.png;Training
4;21684.png;Training
3;21685.png;Training
2;21686.png;Training
6;21687.png;Training
6;21688.png;Training
3;21689.png;Training
2;21690.png;Training
4;21691.png;Training
3;21692.png;Training
6;21693.png;Training
3;21694.png;Training
6;21695.png;Training
2;21696.png;Training
2;21697.png;Training
0;21698.png;Training
3;21699.png;Training
2;21700.png;Training
6;21701.png;Training
3;21702.png;Training
0;21703.png;Training
6;21704.png;Training
2;21705.png;Training
4;21706.png;Training
6;21707.png;Training
3;21708.png;Training
3;21709.png;Training
4;21710.png;Training
6;21711.png;Training
6;21712.png;Training
3;21713.png;Training
2;21714.png;Training
4;21715.png;Training
4;21716.png;Training
2;21717.png;Training
2;21718.png;Training
5;21719.png;Training
4;21720.png;Training
4;21721.png;Training
3;21722.png;Training
0;21723.png;Training
6;21724.png;Training
6;21725.png;Training
6;21726.png;Training
5;21727.png;Training
0;21728.png;Training
3;21729.png;Training
6;21730.png;Training
0;21731.png;Training
3;21732.png;Training
2;21733.png;Training
4;21734.png;Training
2;21735.png;Training
6;21736.png;Training
2;21737.png;Training
3;21738.png;Training
4;21739.png;Training
5;21740.png;Training
6;21741.png;Training
2;21742.png;Training
4;21743.png;Training
1;21744.png;Training
0;21745.png;Training
4;21746.png;Training
0;21747.png;Training
4;21748.png;Training
3;21749.png;Training
3;21750.png;Training
3;21751.png;Training
6;21752.png;Training
3;21753.png;Training
2;21754.png;Training
2;21755.png;Training
2;21756.png;Training
4;21757.png;Training
5;21758.png;Training
1;21759.png;Training
3;21760.png;Training
6;21761.png;Training
0;21762.png;Training
6;21763.png;Training
3;21764.png;Training
1;21765.png;Training
4;21766.png;Training
0;21767.png;Training
5;21768.png;Training
4;21769.png;Training
4;21770.png;Training
4;21771.png;Training
4;21772.png;Training
4;21773.png;Training
6;21774.png;Training
6;21775.png;Training
6;21776.png;Training
0;21777.png;Training
3;21778.png;Training
0;21779.png;Training
5;21780.png;Training
5;21781.png;Training
0;21782.png;Training
3;21783.png;Training
3;21784.png;Training
6;21785.png;Training
4;21786.png;Training
3;21787.png;Training
3;21788.png;Training
2;21789.png;Training
6;21790.png;Training
4;21791.png;Training
6;21792.png;Training
0;21793.png;Training
6;21794.png;Training
3;21795.png;Training
3;21796.png;Training
3;21797.png;Training
5;21798.png;Training
1;21799.png;Training
2;21800.png;Training
6;21801.png;Training
6;21802.png;Training
3;21803.png;Training
5;21804.png;Training
2;21805.png;Training
0;21806.png;Training
5;21807.png;Training
6;21808.png;Training
6;21809.png;Training
4;21810.png;Training
5;21811.png;Training
6;21812.png;Training
3;21813.png;Training
4;21814.png;Training
4;21815.png;Training
1;21816.png;Training
6;21817.png;Training
5;21818.png;Training
3;21819.png;Training
4;21820.png;Training
5;21821.png;Training
6;21822.png;Training
6;21823.png;Training
5;21824.png;Training
3;21825.png;Training
5;21826.png;Training
4;21827.png;Training
6;21828.png;Training
4;21829.png;Training
4;21830.png;Training
3;21831.png;Training
6;21832.png;Training
2;21833.png;Training
5;21834.png;Training
3;21835.png;Training
0;21836.png;Training
4;21837.png;Training
2;21838.png;Training
3;21839.png;Training
0;21840.png;Training
3;21841.png;Training
4;21842.png;Training
5;21843.png;Training
2;21844.png;Training
2;21845.png;Training
3;21846.png;Training
4;21847.png;Training
3;21848.png;Training
4;21849.png;Training
3;21850.png;Training
1;21851.png;Training
6;21852.png;Training
5;21853.png;Training
0;21854.png;Training
0;21855.png;Training
5;21856.png;Training
4;21857.png;Training
2;21858.png;Training
3;21859.png;Training
0;21860.png;Training
3;21861.png;Training
6;21862.png;Training
2;21863.png;Training
0;21864.png;Training
0;21865.png;Training
2;21866.png;Training
5;21867.png;Training
5;21868.png;Training
3;21869.png;Training
6;21870.png;Training
6;21871.png;Training
3;21872.png;Training
6;21873.png;Training
2;21874.png;Training
2;21875.png;Training
3;21876.png;Training
2;21877.png;Training
2;21878.png;Training
2;21879.png;Training
6;21880.png;Training
3;21881.png;Training
2;21882.png;Training
4;21883.png;Training
3;21884.png;Training
4;21885.png;Training
3;21886.png;Training
5;21887.png;Training
6;21888.png;Training
4;21889.png;Training
5;21890.png;Training
2;21891.png;Training
3;21892.png;Training
4;21893.png;Training
6;21894.png;Training
5;21895.png;Training
5;21896.png;Training
4;21897.png;Training
2;21898.png;Training
3;21899.png;Training
5;21900.png;Training
2;21901.png;Training
3;21902.png;Training
4;21903.png;Training
5;21904.png;Training
6;21905.png;Training
5;21906.png;Training
3;21907.png;Training
3;21908.png;Training
6;21909.png;Training
6;21910.png;Training
6;21911.png;Training
4;21912.png;Training
4;21913.png;Training
4;21914.png;Training
6;21915.png;Training
0;21916.png;Training
4;21917.png;Training
2;21918.png;Training
0;21919.png;Training
4;21920.png;Training
0;21921.png;Training
0;21922.png;Training
0;21923.png;Training
5;21924.png;Training
3;21925.png;Training
4;21926.png;Training
3;21927.png;Training
3;21928.png;Training
4;21929.png;Training
3;21930.png;Training
4;21931.png;Training
0;21932.png;Training
3;21933.png;Training
5;21934.png;Training
3;21935.png;Training
3;21936.png;Training
3;21937.png;Training
3;21938.png;Training
3;21939.png;Training
3;21940.png;Training
6;21941.png;Training
3;21942.png;Training
3;21943.png;Training
6;21944.png;Training
4;21945.png;Training
2;21946.png;Training
3;21947.png;Training
0;21948.png;Training
4;21949.png;Training
0;21950.png;Training
2;21951.png;Training
4;21952.png;Training
4;21953.png;Training
5;21954.png;Training
6;21955.png;Training
6;21956.png;Training
4;21957.png;Training
2;21958.png;Training
3;21959.png;Training
6;21960.png;Training
3;21961.png;Training
6;21962.png;Training
4;21963.png;Training
0;21964.png;Training
3;21965.png;Training
3;21966.png;Training
2;21967.png;Training
4;21968.png;Training
5;21969.png;Training
4;21970.png;Training
6;21971.png;Training
4;21972.png;Training
5;21973.png;Training
5;21974.png;Training
5;21975.png;Training
0;21976.png;Training
3;21977.png;Training
4;21978.png;Training
3;21979.png;Training
4;21980.png;Training
6;21981.png;Training
3;21982.png;Training
4;21983.png;Training
6;21984.png;Training
4;21985.png;Training
6;21986.png;Training
5;21987.png;Training
4;21988.png;Training
6;21989.png;Training
3;21990.png;Training
5;21991.png;Training
6;21992.png;Training
2;21993.png;Training
0;21994.png;Training
5;21995.png;Training
4;21996.png;Training
2;21997.png;Training
5;21998.png;Training
6;21999.png;Training
4;22000.png;Training
2;22001.png;Training
3;22002.png;Training
4;22003.png;Training
4;22004.png;Training
6;22005.png;Training
6;22006.png;Training
5;22007.png;Training
4;22008.png;Training
5;22009.png;Training
5;22010.png;Training
4;22011.png;Training
2;22012.png;Training
0;22013.png;Training
4;22014.png;Training
2;22015.png;Training
0;22016.png;Training
5;22017.png;Training
3;22018.png;Training
5;22019.png;Training
6;22020.png;Training
3;22021.png;Training
3;22022.png;Training
6;22023.png;Training
0;22024.png;Training
5;22025.png;Training
5;22026.png;Training
3;22027.png;Training
6;22028.png;Training
2;22029.png;Training
0;22030.png;Training
4;22031.png;Training
4;22032.png;Training
6;22033.png;Training
3;22034.png;Training
0;22035.png;Training
4;22036.png;Training
2;22037.png;Training
6;22038.png;Training
5;22039.png;Training
4;22040.png;Training
3;22041.png;Training
4;22042.png;Training
5;22043.png;Training
3;22044.png;Training
2;22045.png;Training
0;22046.png;Training
3;22047.png;Training
5;22048.png;Training
5;22049.png;Training
2;22050.png;Training
4;22051.png;Training
4;22052.png;Training
2;22053.png;Training
6;22054.png;Training
1;22055.png;Training
3;22056.png;Training
4;22057.png;Training
3;22058.png;Training
0;22059.png;Training
3;22060.png;Training
3;22061.png;Training
4;22062.png;Training
6;22063.png;Training
3;22064.png;Training
0;22065.png;Training
5;22066.png;Training
4;22067.png;Training
0;22068.png;Training
2;22069.png;Training
5;22070.png;Training
4;22071.png;Training
0;22072.png;Training
4;22073.png;Training
2;22074.png;Training
6;22075.png;Training
2;22076.png;Training
2;22077.png;Training
0;22078.png;Training
0;22079.png;Training
3;22080.png;Training
3;22081.png;Training
0;22082.png;Training
3;22083.png;Training
5;22084.png;Training
0;22085.png;Training
6;22086.png;Training
5;22087.png;Training
6;22088.png;Training
0;22089.png;Training
4;22090.png;Training
6;22091.png;Training
2;22092.png;Training
4;22093.png;Training
4;22094.png;Training
6;22095.png;Training
0;22096.png;Training
3;22097.png;Training
5;22098.png;Training
4;22099.png;Training
6;22100.png;Training
0;22101.png;Training
2;22102.png;Training
4;22103.png;Training
4;22104.png;Training
6;22105.png;Training
5;22106.png;Training
5;22107.png;Training
2;22108.png;Training
3;22109.png;Training
3;22110.png;Training
3;22111.png;Training
3;22112.png;Training
0;22113.png;Training
3;22114.png;Training
3;22115.png;Training
6;22116.png;Training
4;22117.png;Training
1;22118.png;Training
3;22119.png;Training
3;22120.png;Training
0;22121.png;Training
6;22122.png;Training
6;22123.png;Training
5;22124.png;Training
6;22125.png;Training
5;22126.png;Training
2;22127.png;Training
5;22128.png;Training
5;22129.png;Training
2;22130.png;Training
5;22131.png;Training
5;22132.png;Training
3;22133.png;Training
3;22134.png;Training
5;22135.png;Training
6;22136.png;Training
6;22137.png;Training
3;22138.png;Training
3;22139.png;Training
3;22140.png;Training
4;22141.png;Training
3;22142.png;Training
0;22143.png;Training
6;22144.png;Training
5;22145.png;Training
0;22146.png;Training
6;22147.png;Training
0;22148.png;Training
4;22149.png;Training
3;22150.png;Training
4;22151.png;Training
3;22152.png;Training
0;22153.png;Training
3;22154.png;Training
0;22155.png;Training
4;22156.png;Training
2;22157.png;Training
6;22158.png;Training
5;22159.png;Training
3;22160.png;Training
6;22161.png;Training
5;22162.png;Training
2;22163.png;Training
2;22164.png;Training
4;22165.png;Training
2;22166.png;Training
6;22167.png;Training
3;22168.png;Training
6;22169.png;Training
4;22170.png;Training
2;22171.png;Training
3;22172.png;Training
6;22173.png;Training
4;22174.png;Training
0;22175.png;Training
4;22176.png;Training
0;22177.png;Training
3;22178.png;Training
3;22179.png;Training
6;22180.png;Training
2;22181.png;Training
4;22182.png;Training
0;22183.png;Training
0;22184.png;Training
2;22185.png;Training
6;22186.png;Training
0;22187.png;Training
3;22188.png;Training
4;22189.png;Training
4;22190.png;Training
3;22191.png;Training
2;22192.png;Training
4;22193.png;Training
3;22194.png;Training
3;22195.png;Training
1;22196.png;Training
4;22197.png;Training
0;22198.png;Training
6;22199.png;Training
2;22200.png;Training
3;22201.png;Training
3;22202.png;Training
0;22203.png;Training
